product_id,product_name,catergory,original_price,actual_price,discounted_price,price_tier,rating,rating_count,total_ratings,is_discounted,rating_category,user_id,review_id,review_content,review_word_count
B0BBFJLP21,"Redmi 11 Prime 5G (Thunder Black, 4GB RAM, 64GB Storage) | Prime Design | MTK Dimensity 700 | 50 MP Dual Cam | 5000mAh | 7 Band 5G",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$18,389.66 "," $15,999.00 "," $13,999.00 ",Premium,3.9,,0,Yes,Negative,"dhruvi,Sujal Negi,hussain khan pattan,NAGARAJAN,Sreenath,Placeholder,Waseemakram,Shivi",,,755
B01F262EUU,"Samsung Original EHS64 Wired in Ear Earphones with Mic, Black","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear","$1,051.58 ", $999.00 , $949.00 ,Midrange,4.2,,0,Yes,Postive,"Ranit Barman,Ravi Singh,Karan Rai,Amazon Customer,Saurabh,Jayesh,Amol kale,Sankar Prasad Dutta",,,661
B09VZBGL1N,"STRIFF Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Stands,"$2,495.00 ", $499.00 , $99.00 ,Budget,4.1,,0,Yes,Postive,"Sean m.,Medha Garg,DEEPAN CHAKRAVARTHI R,HARIHARAN M,Amazon Customer,IQ,Tessy George,Aman Rizvi",,,286
B0BNVBJW2S,"boAt Newly Launched Wave Electra with 1.81"" HD Display, Smart Calling Ultra-Seamless BT Calling Chip, 20 Built-in Watch Faces, 100 + Sports Modes, Menu Personalization, in-Built Games(Cherry Blossom)",Electronics|WearableTechnology|SmartWatches,"$25,774.19 "," $7,990.00 "," $2,499.00 ",Premium,4.1,,0,Yes,Postive,"App,Dr. Rinchin,Priyanka Devaraj,Yasinlove,Anand Patel,bhaskar,MUHAMMAD ALAU DIN,Mantu kumar Sahoo",,,1429
B0B2DJ5RVQ,"WeCool B1 Mobile Holder for Bikes or Bike Mobile Holder for Maps and GPS Navigation, one Click Locking, Firm Gripping, Anti Shake and Stable Cradle Clamp with 360° Rotation Bicycle Phone Mount",Electronics|Mobiles&Accessories|MobileAccessories|Mounts|HandlebarMounts,"$5,879.41 "," $1,999.00 ", $689.00 ,Midrange,4.3,,0,Yes,Postive,"Arijit Mishra,MOHAMMED JAHANGIR,pranav,SHANKAR,Abiram,thirumaran,purti,antony93",,,707
B096TWZRJC,"Sounce 360 Adjustable Mobile Phone Holder, Universal Phone Holder Clip Lazy Bracket Flexible Gooseneck Clamp Long Arms Mount for Mobile Tabletop Stand for Bedroom, Office, Bathroom, White",Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Bedstand&DeskMounts,"$7,303.85 "," $1,899.00 ", $499.00 ,Midrange,4.1,,0,Yes,Postive,"Amazon Customer,GopiKrishnan,S.md riyas,suhail khan,VIVEK KUMAR,Subba Rao,Sumedh,MK",,,1862
B09GP6FBZT,OpenTech® Military-Grade Tempered Glass Screen Protector Compatible for iPhone 13/13 Pro / 14 with Edge to Edge Coverage and Easy Installation kit (6.1 Inches),"Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors","$3,330.00 ", $999.00 , $299.00 ,Midrange,4.3,,0,Yes,Postive,"Prashant,Ranjan S.,Trx,Misika,sourabh chatterjee,parth,basnayee,Dr Jerrish A  Jose",,,1941
B0B3DV7S9B,"EN LIGNE Adjustable Cell Phone Stand, Foldable Portable Phone Stand Phone Holder for Desk, Desktop Tablet Stand Compatible with Mobile Phone/iPad/Tablet (Black)",Electronics|Mobiles&Accessories|MobileAccessories|Stands,"$1,188.10 ", $499.00 , $209.00 ,Budget,3.6,,0,Yes,Negative,"Sheetal,DADA,Tanmay,Bala chalapathi,hamid,MOHAMED ISMAIL,Rohit,Chandni verma",,,213
B09MKP344P,"Tecno Spark 8T (Turquoise Cyan, 4GB RAM,64GB Storage) | 50MP AI Camera | 7GB Expandable RAM",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$19,998.46 "," $12,999.00 "," $8,499.00 ",Premium,4.1,,0,Yes,Postive,"Bipul s.,Nigen das,Ranjit N,Placeholder,yogesh kumar,ANIRBAN  GANGULY,Patan,Abhijeet Padave",,,433
B08JW1GVS7,"URBN 20000 mAh Lithium_Polymer 22.5W Super Fast Charging Ultra Compact Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Camo)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"$7,405.56 "," $3,999.00 "," $2,179.00 ",Premium,4,,0,Yes,Postive,"Saunak,RAJA PANDIAN,Shanky,Bhabagrahi Panda,MJ,SOHAM B.,Marion Noble,J. M. V",,,2889
B09LHZSMRR,"Redmi Note 11T 5G (Stardust White, 6GB RAM, 128GB ROM)| Dimensity 810 5G | 33W Pro Fast Charging | Charger Included | Additional Exchange Offers|Get 2 Months of YouTube Premium Free!",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$25,924.69 "," $20,999.00 "," $16,999.00 ",Premium,4.1,,0,Yes,Postive,"Kapil kumar,Rajendra K Jadhav,Nazaf beg,Jose Febin,suresh gaur,Rinku Barota,Jagdish Joshi,8826277722",,,2126
B0B5V47VK4,"OnePlus 10T 5G (Moonstone Black, 8GB RAM, 128GB Storage)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$55,554.44 "," $49,999.00 "," $44,999.00 ",Premium,4.3,,0,Yes,Postive,"Subhra S.,Omkar,Varun George,Atul Anand",,,6446
B08H21B6V7,Nokia 150 (2020) (Cyan),Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"$3,447.13 "," $2,999.00 "," $2,599.00 ",Premium,3.9,,0,Yes,Negative,"Rajkumar,Amazon Customer,kamal,Nishan singha Roy,Mehul Solanki,Rajesh,MAHENDRAN,Sundar",,,897
B09BNXQ6BR,"Noise ColorFit Ultra SE Smart Watch with 1.75""(4.3cm) HD Display, Aluminium Alloy Body, 60 Sports Modes, Spo2, Lightweight, Stock Market Info, Calls & SMS Reply (Vintage Brown)",Electronics|WearableTechnology|SmartWatches,"$15,113.95 "," $6,499.00 "," $2,799.00 ",Premium,4.1,,0,Yes,Postive,"shiv,Pankaj Bhatt,Dipanshu Kr Biswas,Jeet Jangam,Ekta,subhabrata paul,Anurag kumar,Manish B.",,,1608
B01FSYQ2A4,boAt Rockerz 400 Bluetooth On Ear Headphones With Mic With Upto 8 Hours Playback & Soft Padded Ear Cushions(Grey/Green),"Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear","$6,361.70 "," $2,990.00 "," $1,399.00 ",Premium,4.1,,0,Yes,Postive,"Sagar,Shreyas,Arjun Thomas,Sachin Yadav,Karthikeya Reddy,Raja,Anku kumar,Sagar kate",,,9644
B08L5FM4JC,"SanDisk Ultra microSD UHS-I Card 64GB, 120MB/s R",Electronics|Accessories|MemoryCards|MicroSD,"$8,888.89 "," $2,400.00 ", $649.00 ,Premium,4.4,,0,Yes,Postive,"Prashant,Sumesh Sundararajan,Vijay Baitha,S.k nahak,Vikram Kumar,Manish,Jm,amit nayak",,,335
B0B54Y2SNX,"iPhone Original 20W C Type Fast PD Charger Compatible with I-Phone13/13 mini/13pro/13 pro Max I-Phone 12/12 Pro/12mini/12 Pro Max, I-Phone11/11 Pro/11 Pro Max 2020 (Only Adapter)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,"$19,950.00 "," $3,990.00 ", $799.00 ,Premium,3.8,,0,Yes,Negative,"Manoj Nagabhairu,Mohammed kabeer,umar_ _mohammad,sam chauhan,Tyson D'costa,Nevith Gowda,Satyanarayana,Abhishek K V",,,473
B08BQ947H3,"LIRAMARK Webcam Cover Slide, Ultra Thin Laptop Camera Cover Slide Blocker for Computer MacBook Pro iMac PC Tablet (Pack of 3)",Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CameraPrivacyCovers,$149.00 , $149.00 , $149.00 ,Budget,4.3,,0,No,Postive,"Vishal Bhardwaj,Parvathi M.K,swaraj,Simi",,,7456
B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$5,526.32 "," $2,100.00 ", $799.00 ,Premium,4.3,,0,Yes,Postive,"Arun verma,Arv,Aashna Nasta,Harshitha,Sunny Panchal,Snigdha Mallik,None_123,Ravindra J.",,,1141
B0B7DHSKS7,"Nokia 8210 4G Volte keypad Phone with Dual SIM, Big Display, inbuilt MP3 Player & Wireless FM Radio | Blue",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"$7,359.72 "," $5,299.00 "," $3,799.00 ",Premium,3.5,,0,Yes,Negative,"Shyam,Tom,Rajneesh  Kumar,Bhagaban badatiya,eps,devaraj,MANAN DANI,Amazon Customer",,,3506
B09SJ1FTYV,Sounce Protective Case Cover Compatible Boat Xtend Overall Protective Case TPU HD Clear Ultra-Thin Cover with Unbreakable Screen Guard,Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,"$18,990.00 "," $1,899.00 ", $199.00 ,Midrange,4,,0,Yes,Postive,"Gourab Kumar Patro,Amazon Customer,tuhina mamotaz,jeevesh parag,Sujata deva,subham dey,Mehar Bano,Gautam Ghorawat",,,461
B09XJ5LD6L,"Samsung Galaxy M53 5G (Deep Ocean Blue, 6GB, 128GB Storage) | 108MP | sAmoled+ 120Hz | 12GB RAM with RAM Plus | Travel Adapter to be Purchased Separately",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$45,204.11 "," $32,999.00 "," $23,999.00 ",Premium,3.9,,0,Yes,Negative,"Krishna S Mohan,Jatin Patel,Izhar Aazmi,Thambusamy,Uttam saha,shaiksha vallii,sandy,Godfrey Mathais",,,6270
B07WHS7MZ1,"iQOO 9 SE 5G (Sunset Sierra, 8GB RAM, 128GB Storage) | Qualcomm Snapdragon 888 | 66W Flash Charge",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$53,320.00 "," $39,990.00 "," $29,990.00 ",Premium,4.3,,0,Yes,Postive,"Ashish kumar,SAFEER SHAMSUDEEN,SJ,Aveek K. Upadhyay,Arghya Roy,Harshil,Udaya Kiran Mutnuru,RahulAravind",,,5722
B0BBVKRP7B,SHREENOVA ID116 Plus Bluetooth Fitness Smart Watch for Men Women and Kids Activity Tracker (Black),Electronics|WearableTechnology|SmartWatches,"$14,278.57 "," $1,999.00 ", $281.00 ,Midrange,2.8,,0,Yes,Negative,"dk yadav,MUKESH KUMAR VERMA,Vishnu,Shaikh Shahalam,sushilkumar dubey,Roshan Narendra Raut,Deepak thakur,Aappashaeb Barsale",,,522
B09NY7W8YD,"POCO C31 (Shadow Gray, 64 GB) (4 GB RAM)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$17,908.96 "," $11,999.00 "," $7,998.00 ",Premium,3.8,,0,Yes,Negative,"Jigar panchal,NOOR MOHAMMAD,Vikash R.,hari,Muscledark,A.Misra,Alagesh S,Jerry",,,553
B0BMM7R92G,Noise_Colorfit Smart Watch Charger 2 Pin USB Fast Charger Magnetic Charging Cable Adapter (Smart Watch Charger 2 pin),Electronics|WearableTechnology|SmartWatches,"$3,996.00 ", $999.00 , $249.00 ,Midrange,4.5,,0,Yes,Postive,"Placeholder,Qazi a.,Kriinaa,Manivannan,Santosh kapoor,Srinivas,nidhi,Anshuma",,,402
B08M66K48D,"POPIO Tempered Glass Screen Protector Compatible for iPhone 12 / iPhone 12 Pro with Case Friendly Edge to Edge Coverage and Easy Installation kit, Pack of 1","Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors","$1,198.00 ", $599.00 , $299.00 ,Midrange,4.3,,0,Yes,Postive,"Ram K,Ankush,Viswanathan,Sanchita Mandal,Malhotra A.,Roy,ravi verma,Pravi Gupta",,,1190
B09RFB2SJQ,"10WeRun Id-116 Bluetooth Smartwatch Wireless Fitness Band for Boys, Girls, Men, Women & Kids | Sports Gym Watch for All Smart Phones I Heart Rate and spo2 Monitor",Electronics|WearableTechnology|SmartWatches,"$7,303.85 "," $1,899.00 ", $499.00 ,Midrange,4.1,,0,Yes,Postive,"Richard,Venkatesan,shakeel ahmad,Mohd Kaif,sakshi jolly,Nitin Agarwal,Nadini,Rolan B.",,,476
B0B82YGCF6,"Tokdis MX-1 Pro Bluetooth Calling Smartwatch - 1.69” LCD Display, Multiple Watch Faces, Sleep Monitor, Heart & SpO2 Monitoring, Multiple Sports Modes, Water Resistant",Electronics|WearableTechnology|SmartWatches,"$13,457.69 "," $3,499.00 ", $899.00 ,Premium,3,,0,Yes,Neutral,"Gourav Choudhrani,Mustak ali,Amit,Pankaj solanki,yemcee1954,Shekh ismail,Mukta,Penchalbabu",,,626
B08HF4W2CT,"URBN 20000 mAh lithium_polymer Power Bank with 12 Watt Fast Charging, Camo",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"$7,606.52 "," $3,499.00 "," $1,599.00 ",Premium,4,,0,Yes,Postive,"Rajesh Martis,priyanka Gowda,Velmurugan,Nitin,Sowdesh K.,Kumar,Vinod kumar,Jayan Menon",,,419
B08BCKN299,"Sounce Gold Plated 3.5 mm Headphone Splitter for Computer 2 Male to 1 Female 3.5mm Headphone Mic Audio Y Splitter Cable Smartphone Headset to PC Adapter – (Black,20cm)","Electronics|Headphones,Earbuds&Accessories|Adapters","$8,325.00 ", $999.00 , $120.00 ,Midrange,3.9,,0,Yes,Negative,"shaan bishwas,Anirvan Kule,Tannu Mahanand,Sunil Sharma,Anuja Lad,Sankar Agarwal,Amazon Customer,Jophin Joseph",,,1580
B0B2X35B1K,"Noise ColorFit Ultra 2 Buzz 1.78"" AMOLED Bluetooth Calling Watch with 368*448px Always On Display, Premium Metallic Finish, 100+ Watch Faces, 100+ Sports Modes, Health Suite (Jet Black)",Electronics|WearableTechnology|SmartWatches,"$12,278.95 "," $6,999.00 "," $3,999.00 ",Premium,4.1,,0,Yes,Postive,"Shanti Devi,Amol B,shamsher alam,Ravi Shankar Sharma,Monesh,mohammed Junaid,Akshay,Sachin Singri",,,1000
B09QS9CWLV,"Redmi Note 11 (Horizon Blue, 6GB RAM, 64GB Storage)|90Hz FHD+ AMOLED Display | Qualcomm® Snapdragon™ 680-6nm | 33W Charger Included",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$27,939.71 "," $18,999.00 "," $12,999.00 ",Premium,4.1,,0,Yes,Postive,"Meghnad,Partha Dey,JAIDEV CHOUDHARY,Mayank Singh,JeneZ,chetan kamerkar,Gangadhar",,,9561
B0B1NX6JTN,Spigen Ultra Hybrid Back Cover Case Compatible with iPhone 14 Pro max (TPU + Poly Carbonate | Crystal Clear),Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,"$4,191.94 "," $2,599.00 "," $1,599.00 ",Premium,4.3,,0,Yes,Postive,"Rajat,Ashray Tyagi,Ritesh,RAMESH BABU K,AstroQueen,Vishal Salian,Doctor,raj y.",,,987
B078G6ZF5Z,"Oraimo 18W USB & Type-C Dual Output Super Fast Charger Wall Adapter PE2.0&Quick Charge 3.0 & Power Delivery 3.0 Compatible for iPhone 13/13 Mini/13 Pro Max/12/12 Pro Max, iPad Mini/Pro, Pixel, Galaxy, Airpods Pro",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,"$2,067.24 "," $1,199.00 ", $699.00 ,Midrange,4,,0,Yes,Postive,"Samar Kumar Das,Jamshed,Jitendra Prajapati,Om Parkash Gagneja,Pavitra S,Dona Sreekumar,Souryajit Swain,Shreevathsa NC",,,857
B0BBW521YC,"LAPSTER 12pcs Spiral Cable Protectors for Charger, Wires, Data Charger Cable Protector for Computers, Cell Phones etc.(Grey)",Electronics|Mobiles&Accessories|MobileAccessories|Décor|PhoneCharms,"$9,990.00 ", $999.00 , $99.00 ,Midrange,4.4,,0,Yes,Postive,"Mihir Deshpande,sejal ghuge,SM,Pavan,Mallikarjun Patil,SM,Vigneshvikiy,Payal",,,750
B09HSKYMB3,"MI REDMI 9i Sport (Carbon Black, 64 GB) (4 GB RAM)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$12,656.96 "," $9,999.00 "," $7,915.00 ",Premium,4.3,,0,Yes,Postive,"N. Lalhunchhungi,Ramakhilavan,Narender,Kotteeswaran K,Gaurav Chauhan,Rajesh,ullas,Vetri",,,346
B09YV42QHZ,"Fire-Boltt Ninja 3 Smartwatch Full Touch 1.69 "" & 60 Sports Modes with IP68, Sp02 Tracking, Over 100 Cloud based watch faces ( Green )",Electronics|WearableTechnology|SmartWatches,"$42,100.00 "," $7,999.00 "," $1,499.00 ",Premium,4.2,,0,Yes,Postive,"Rahul Singh Rauthan,Sanjoy C,Prashanthi,Aditya Singh,Satyajit Patale,Owais,Amazon Customer,Himon Roy",,,1256
B09BF8JBWX,"Lava A1 Josh 21(Blue Silver) -Dual Sim,Call Blink Notification,Military Grade Certified with 4 Day Battery Backup, Keypad Mobile",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|BasicMobiles,"$1,486.90 "," $1,249.00 "," $1,055.00 ",Midrange,3.8,,0,Yes,Negative,"Sudhir Kumar saxena,Ashay Arun Sawant,Sahin,Thulasiraman,Rubel,kuldeep,Jaswinder ali,Akhil thukral",,,211
B0B5YBGCKD,"POPIO Tempered Glass Compatible for iPhone 13 / iPhone 13 Pro/iPhone 14 (Transparent) Edge to Edge Full Screen Coverage with Installation Kit, Pack of 2","Electronics|Mobiles&Accessories|MobileAccessories|Maintenance,Upkeep&Repairs|ScreenProtectors","$2,396.00 ", $599.00 , $150.00 ,Midrange,4.3,,0,Yes,Postive,"vivek vinod,robin mohanty,Sadique a.,Harsh,rajat,Jay,Janardhanam,Hrishikesh",,,1927
B01GGKYKQM,"Amazon Basics USB Type-C to USB-A 2.0 Male Fast Charging Cable for Laptop - 3 Feet (0.9 Meters), Black",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,258.06 ", $700.00 , $219.00 ,Midrange,4.3,,0,Yes,Postive,"Hremant,Anjaneyulu,Madhav,NOTTADRIS,Deepak,P,M.SASIKUMAR,S.Suresh",,,668
B09MY4W73Q,Amozo Ultra Hybrid Camera and Drop Protection Back Cover Case for iPhone 13 (Polycarbonate| Back Transparent - Sides Black),Electronics|Mobiles&Accessories|MobileAccessories|Cases&Covers|BasicCases,"$6,919.23 "," $1,799.00 ", $474.00 ,Midrange,4.3,,0,Yes,Postive,"Dileep,Amazon Customer,Sharath N,Shubham,Himanshu Singh,Bijin Kurien,Surender Kumar,Sahil K",,,949
B08R69VDHT,"Pinnaclz Original Combo of 2 Micro USB Fast Charging Cable, USB Charging Cable for Data Transfer Perfect for Android Smart Phones White 1.2 Meter Made in India (Pack of 2)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$2,169.57 ", $499.00 , $115.00 ,Budget,4,,0,Yes,Postive,"Vijayan C V,Sanjay P.,keshav,Dharemesh K.,Amazon Customer,Rajesh,Sagar Yadav,Vaibhav",,,769
B09T37CKQ5,"FLiX Usb Charger,Flix (Beetel) Bolt 2.4 Dual Poart,5V/2.4A/12W Usb Wall Charger Fast Charging,Adapter For Android/Iphone 11/Xs/Xs Max/Xr/X/8/7/6/Plus,Ipad Pro/Air 2/Mini 3/4,Samsung S4/S5 & More-Black",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,"$1,497.50 ", $599.00 , $239.00 ,Midrange,3.9,,0,Yes,Negative,"Bristidev Burman,P VENKATESH,D.Dutta,Swapnil Patil,ABHAY SINGH,Rohit,Manikanta,D MANJUNATHAN",,,452
B09GFPN6TP,"Redmi 9A Sport (Coral Green, 3GB RAM, 32GB Storage) | 2GHz Octa-core Helio G25 Processor | 5000 mAh Battery",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$12,024.05 "," $9,499.00 "," $7,499.00 ",Premium,4.1,,0,Yes,Postive,"Roshan Renji Cherian,SivavaraprasadPV,Kranthi,A K Bindhani,pravesh,Subrat,Max,JAWAGAR T",,,1007
B0B298D54H,Prolet Classic Bumper Case Cover for Samsung Galaxy Watch 4 44mm TPU Plated Full Screen Protector (Black),Electronics|WearableTechnology|SmartWatches,"$3,700.00 ", $999.00 , $265.00 ,Midrange,3.7,,0,Yes,Negative,"Debasish Bhukta,Swastik Suman Sahu,immort4l,N,SB,Sitaram,Suprith,FAIBI INDIA",,,1091
B08VB57558,"Samsung Galaxy S20 FE 5G (Cloud Navy, 8GB RAM, 128GB Storage) with No Cost EMI & Additional Exchange Offers",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$147,056.86 "," $74,999.00 "," $37,990.00 ",Premium,4.2,,0,Yes,Postive,"Mohammed Suhail,GVR",,,10051
B09CMP1SC8,"Ambrane 2 in 1 Type-C & Micro USB Cable with 60W / 3A Fast Charging, 480 mbps High Data, PD Technology & Quick Charge 3.0, Compatible with All Type-C & Micro USB Devices (ABDC-10, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,"$1,247.50 ", $499.00 , $199.00 ,Budget,4.1,,0,Yes,Postive,"Gopal krishna rout,Customer,Amazon Customer,AMAN KUMAR,Amazon Customer,Ghanshyam Hemade,Satyam Pandey,Amazon Customer",,,1383
B09YLXYP7Y,"Ambrane 60W / 3A Fast Charging Output Cable with Type-C to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACT - AZ10, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,$886.67 , $399.00 , $179.00 ,Budget,4,,0,Yes,Postive,"Actual user,Shanti lal Gurjar,Gowthami,Amrut K.,chetan tandel,Mwnzil brahma,Amazon Customer,Karthik",,,317
B0B9BXKBC7,"WeCool S5 Long Selfie Stick, with Large Reinforced Tripod Stand up to 61 Inch / 156 Cms, Ultra Long Multi Function Bluetooth Selfie Stick with 1/4 Screw Compatible with Gopro, Camera, and Ring Light",Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,"$8,886.67 "," $3,999.00 "," $1,799.00 ",Premium,4.6,,0,Yes,Postive,"Sujili v,Paras Jain,Shailendra,supreeth achar,Anthony S.,SUMAN SEN,Wellwisher,Richa",,,1074
B09NY6TRXG,"POCO C31 (Royal Blue, 64 GB) (4 GB RAM)",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$16,900.00 "," $11,999.00 "," $8,499.00 ",Premium,3.9,,0,Yes,Negative,"PREMAL H. SHAH,Amol Sangolkar,Abhishek Bairagi,Somu,Bernard Rocha,Ram,Naman kumar,Amazon Customer",,,436
B09NVPJ3P4,"Noise ColorFit Pulse Grand Smart Watch with 1.69""(4.29cm) HD Display, 60 Sports Modes, 150 Watch Faces, Fast Charge, Spo2, Stress, Sleep, Heart Rate Monitoring & IP68 Waterproof (Electric Blue)",Electronics|WearableTechnology|SmartWatches,"$7,998.00 "," $3,999.00 "," $1,999.00 ",Premium,4,,0,Yes,Postive,"Ranjitha Parida,Shubham Pawar,Arul,Lokesh K V,Nandita Talukdar,Sushma Pradhan,Amazon Customer,Datta Dhanwate",,,658
B0B3NDPCS9,"Fire-Boltt Visionary 1.78"" AMOLED Bluetooth Calling Smartwatch with 368*448 Pixel Resolution 100+ Sports Mode, TWS Connection, Voice Assistance, SPO2 & Heart Rate Monitoring",Electronics|WearableTechnology|SmartWatches,"$81,813.64 "," $17,999.00 "," $3,999.00 ",Premium,4.3,,0,Yes,Postive,"Vineet,shreyas,Amazon Customer,shaurya,Kartik Yadav",,,5244
B09VGKFM7Y,Amazon Basics 2 Amp USB Wall Charger & Micro USB Cable (White),Electronics|Mobiles&Accessories|MobileAccessories|Chargers|WallChargers,"$1,134.09 ", $499.00 , $219.00 ,Budget,4.4,,0,Yes,Postive,"Prabhanjan,Chittiprolu Ramya,Litu prasada mahanty",,,125
B07QCWY5XV,"Mobilife Bluetooth Extendable Selfie Stick with Tripod Stand and Wireless Remote,3-in-1 Multifunctional Selfie Stick Tripod for iPhone Samsung Mi Realme Oppo Vivo Google More,Black",Electronics|Mobiles&Accessories|MobileAccessories|Photo&VideoAccessories|SelfieSticks,"$3,253.49 "," $1,399.00 ", $599.00 ,Midrange,4.1,,0,Yes,Postive,"Harshwardhan shinde,Amit,aamtech2,Apurv G.,Ram Gopal,Prime Customer,rajiv,DEEPESH SINGH",,,1138
B098QXR9X2,"Ambrane 27000mAh Power Bank, 20W Fast Charging, Triple Output, Type C PD (Input & Output), Quick Charge, Li-Polymer, Multi-Layer Protection for iPhone, Smartphones & Other Devices (Stylo Pro, Black)",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,"$3,613.25 "," $2,999.00 "," $2,499.00 ",Premium,4.1,,0,Yes,Postive,"Neeraj Kumar,Deergha Arora,Krishnadevsinh S Gohil,T.Y.W...,Kapil Soni,devi dan singh,Rupesh Chaundkar,Aniket",,,1386
B07H1S7XW8,"STRIFF Wall Mount Phone Holder Wall Mount with Adhesive Strips, Charging Holder Compatible with iPhone, Smartphone and Mini Tablet (Pack of 1) (White)",Electronics|Mobiles&Accessories|MobileAccessories|Mounts|Shower&WallMounts,"$2,772.22 ", $499.00 , $89.00 ,Budget,4.1,,0,Yes,Postive,"Suresh jaat,Mahesh E,amaz vivid buyer,VINOTH KUMAR,Vishal Trivedi,Ravi Shanker,Kirubanand,Suman Kumar Das",,,661
B0BNXFDTZ2,"Fire-Boltt Tank 1.85"" Bluetooth Calling Smart Watch, 123 Sports Mode, 8 UI Interactions, Built in Speaker & Mic, 7 Days Battery & Fire-Boltt Health Suite",Electronics|WearableTechnology|SmartWatches,"$47,996.00 "," $11,999.00 "," $2,999.00 ",Premium,4.4,,0,Yes,Postive,"Adwait Kulkarni,Sarvdeo Pandey,Dulal Roy,Amazon Customer,Sakthi,Ankit,Amarjit Sarma,Sahil Kamboj",,,2439
B088ZFJY82,"Elv Aluminium Adjustable Mobile Phone Foldable Holder Tabletop Stand Dock Mount for All Smartphones, Tabs, Kindle, iPad (Moonlight Silver)",Electronics|Mobiles&Accessories|MobileAccessories|Stands,"$7,138.10 "," $1,499.00 ", $314.00 ,Midrange,4.5,,0,Yes,Postive,"Shaik John Saida,Nilay Kambli,Amazon Customer,Harsh Kumar Shrivastava,Tamzid Hasa Dipu,Yatin,Arty,Anoop Chandran",,,444
B0B4F4QZ1H,"Samsung Galaxy M13 5G (Stardust Brown, 6GB, 128GB Storage) | 5000mAh Battery | Upto 12GB RAM with RAM Plus",Electronics|Mobiles&Accessories|Smartphones&BasicMobiles|Smartphones,"$27,081.94 "," $19,499.00 "," $13,999.00 ",Premium,4.1,,0,Yes,Postive,"Satheesh Kadiam,Pritom Chakraborty,Vishwa,Simranpreet Singh,Saptarshi,Amazon Customer,D.RAGHUL,Dharmendra kumar",,,2964
